case,format,candidate,engine,original_bytes,output_bytes,output_ratio,saved_percent,bits_per_pixel,width,height,pixel_count,psnr_y,ssim_y,ssimulacra2,alpha_mae,rgba_mae,maximum_channel_error,wide_vertical_band_score,residual_correlation_max,low_frequency_residual_rms,low_frequency_residual_ratio,roi_count,roi_ssim_y_min,roi_wide_vertical_band_score_max,roi_residual_correlation_max,roi_low_frequency_residual_rms_max,wall_ms,tinypng_cached,source_sha256,output_sha256
d375ca47117d.png,png,smaller,mediacompress,7201769,2351597,0.32653046772258315,67.3469532277417,3.948388472490866,1504,3168,4764672,44.667092834017474,0.9923187378262992,79.10227547,0,1.2099826598766925,81,0.7808994005214955,0.2103482697659712,0.22739224618433085,0.2406501141716064,0,,,,,1898.9251669991063,,acf19d8d44cd273c7758c8a253bdbc27e34a35dfdf3314705264c1b8f55d566e,08d460317c11c747b92f3f1acdbda9101b3475f2af813cc918e5bb9fca8e2042
d375ca47117d.png,png,tinypng,tinypng,7201769,7201769,1.0,0.0,12.091945048893187,1504,3168,4764672,99,1,100,0,0,0,0,0,0,0,0,,,,,0.09895898983813822,True,acf19d8d44cd273c7758c8a253bdbc27e34a35dfdf3314705264c1b8f55d566e,acf19d8d44cd273c7758c8a253bdbc27e34a35dfdf3314705264c1b8f55d566e
d4ff23136b0e.png,png,smaller,mediacompress,376977,136345,0.3616798902850837,63.83201097149163,0.39801496077358145,1125,2436,2740500,54.52672768309955,0.9994913961944959,82.55750584,0,0.0816731435869367,82,0.131582214205823,0.3125029320422735,0.039679932230087506,0.21417234227656115,0,,,,,656.9544579979265,,a59d8361b7dddb920fae6fd132ce2df74ace33021a88b2ee00223b7d95dadbb7,341ff178a23c6824148f4eb694f4774d7e723102eb035ef46be7a117fb7dc95d
d4ff23136b0e.png,png,tinypng,tinypng,376977,135535,0.35953121808492294,64.0468781915077,0.395650428753877,1125,2436,2740500,54.50126557350159,0.9992935157859969,83.76846811,0,0.06997692027002372,40,0.294499163956461,0.40559369524175887,0.05846106544639755,0.26365671505354255,0,,,,,0.23925000277813524,True,a59d8361b7dddb920fae6fd132ce2df74ace33021a88b2ee00223b7d95dadbb7,d5aafe0c4d8975e01b9c27a91bb045e8860f0fa5422c602364543e35dd28bf36
d932a40176cc.png,png,smaller,mediacompress,118906,117715,0.9899836845911897,1.0016315408810317,1.6650311976760428,957,591,565587,47.584974353454555,0.995412384586895,74.82189396,0.1370717502347119,0.17534658682041843,39,0.38385462211195553,0.37674405227814356,0.043813905531689436,0.11733785926222122,0,,,,,167.42445800628047,,d308e7fba41c8ece3cb01c0858e08b4315f2f6ba1a79b6ccd9f44a1891e6421c,4cb39e568ebb88eaafbcae6764f19c834ecc9867a140603953b9a05c739714a2
d932a40176cc.png,png,tinypng,tinypng,118906,104145,0.8758599229643584,12.414007703564156,1.473089020787253,957,591,565587,48.766621727758604,0.9955355220562934,79.71377149,0.07300203151769755,0.46054718372239817,76,0.2952303279619971,0.38507329754330794,0.14352419406103664,0.2867283813177456,0,,,,,0.2514580119168386,True,d308e7fba41c8ece3cb01c0858e08b4315f2f6ba1a79b6ccd9f44a1891e6421c,d92a2bb955cc1ef851165508026bfc856efb91defc50e1b891f46b6897a6f4cc
e2ddb1cf8e4c.png,png,smaller,mediacompress,4669356,2868223,0.6142652220134853,38.57347779865147,2.4314227634006076,3072,3072,9437184,52.2599142635406,0.9973000186513139,87.05256405,0,0.21738251050313315,27,0.342664431014738,0.10591024929303167,0.14733562427926605,0.2731728906194461,0,,,,,2781.123959008255,,87434a518034601ff363aeedfc5557897b9671e69c1ba6a39a5d7f7420c045a2,a45ed97a9e60f3e4b8a40a21a982daafbb75f260c3e50d5a3337ff84e6c51ee0
e2ddb1cf8e4c.png,png,tinypng,tinypng,4669356,2409097,0.5159377438773142,48.406225612268585,2.04221683078342,3072,3072,9437184,49.35903679353589,0.9935718459618545,83.13890232,0,0.36563730239868164,30,0.39983568433296046,0.08375719866351161,0.1552394888196082,0.19639438016412458,0,,,,,0.5960000125924125,True,87434a518034601ff363aeedfc5557897b9671e69c1ba6a39a5d7f7420c045a2,3639489565419c473fb31086aea798dc3006ecb4734cbf474361feec9e9f7ff4
e520507a4757.png,png,smaller,mediacompress,626134,239810,0.38300108283530365,61.69989171646964,0.7000474365991607,1125,2436,2740500,54.18181629773493,0.9992578433549862,82.84591971,0,0.11355227148330596,85,0.2023449009942953,0.37231801924175634,0.05495220634095834,0.24137549651529655,0,,,,,719.9703339865664,,ee44c86fc573644bf86d8f83c267b3aa8b11f152ccf10401b772fa915a422ee0,31b41fa832abfe7c0912e07b98c0a1b823542008f59ec08e1c8882d2a1f2e84a
e520507a4757.png,png,tinypng,tinypng,626134,218031,0.34821779363522826,65.17822063647718,0.6364707170224412,1125,2436,2740500,53.160656673297034,0.9988806101896831,82.1747372,0,0.10245183360700602,51,0.4269531916909219,0.3472209800157785,0.09617918705833976,0.31229187536870756,0,,,,,0.08854099723976105,True,ee44c86fc573644bf86d8f83c267b3aa8b11f152ccf10401b772fa915a422ee0,364f113fcd99057690a90ff66f95a68ae58f56ac777476d11fba073bb9d97321
e60cfdb36859.png,png,smaller,mediacompress,141020,61119,0.4334066089916324,56.65933910083676,0.07545555555555555,3600,1800,6480000,58.13243000093762,0.9998945079571625,85.43012393,0.0009371913580246914,0.01607488425925926,255,0.0035584050214022478,0.19455521983688173,0.005532937510836241,0.1461507346359768,0,,,,,912.8528339933837,,b09fcd01da32b7e68f463efc6d0dc6f558f343520ea7b4151aaca83a18d33e92,e1a906c87db77ee9843bbf4358d2fb672f89327790776a4c1ce4b91972318fb2
e60cfdb36859.png,png,tinypng,tinypng,141020,63192,0.4481066515387888,55.18933484612112,0.07801481481481481,3600,1800,6480000,59.9653232589942,0.9999021740054105,85.74114234,0.0005248456790123457,0.008035378086419753,52,0.003047558542647835,0.306545765171175,0.008202961446118736,0.15549296400864546,0,,,,,0.18041599832940847,True,b09fcd01da32b7e68f463efc6d0dc6f558f343520ea7b4151aaca83a18d33e92,e1438bdcd9ef3baf8cf0a853ca1fd197fac0a5353810dd69b3fd29dff4524e36
ea5748935356.png,png,smaller,mediacompress,196855,87771,0.4458662467298265,55.413375327017356,0.25621893814997265,1125,2436,2740500,57.34591581860695,0.9997393445821867,85.40049583,0,0.03996569968983762,78,0.3972806479548815,0.365989954596767,0.06731580736698488,0.3701996086156113,0,,,,,696.7560420016525,,1befca45c8b4ab74724a437262bfd1ad8898dac3b2631093ede0a84e3db7f9ab,1f8c1938920646eb977d5fafe1e7424272bef8de3076065ca5f504a5648fc67e
ea5748935356.png,png,tinypng,tinypng,196855,88134,0.4477102435803002,55.22897564196998,0.2572785987958402,1125,2436,2740500,56.95044168381682,0.9994784496021372,82.74743882,0,0.036634373289545705,44,0.4324469850954934,0.31934048592839714,0.07475341466726998,0.29368534705564664,0,,,,,0.5171250086277723,True,1befca45c8b4ab74724a437262bfd1ad8898dac3b2631093ede0a84e3db7f9ab,aacc6c6ca9789b69a8f5188b3ebf44dc0079039743a529dc58ad97b4357d0497
